plate,status,entry_time,exit_time,duration_minutes,fee,payment_method,entry_camera,exit_camera,user_name,session_uuid
۷۴ی۷۳۳-۱۷,waived,2026-07-12T10:32:59.591202+00:00,2026-07-15T03:10:15.648771+00:00,3877,0,waived,entry,,,feac840f-4f4b-465f-a33d-ed716051c4ae
۸۸س۳۶۹-۱۷,waived,2026-07-12T10:32:55.078234+00:00,2026-07-15T03:10:15.648771+00:00,3877,0,waived,entry,,,088dc65d-2e2f-4fae-896f-d19c0a7a44de
۳۳ب۶۶۵-۱۷,waived,2026-07-12T10:32:54.580059+00:00,2026-07-15T03:10:15.648771+00:00,3877,0,waived,entry,,,c0ce8297-eacf-4f8d-a6f2-0d6ec3d62e29
۳۷م۸۸۳-۱۷,waived,2026-07-12T10:32:53.299710+00:00,2026-07-15T03:10:15.648771+00:00,3877,0,waived,entry,,,344df0ef-98a3-4ccc-ba72-fecf73bd2d1b
۴۹ص۱۴۲-۳۷,waived,2026-07-12T10:32:52.542918+00:00,2026-07-15T03:10:15.648771+00:00,3877,0,waived,entry,,,fc7b315a-8fd9-4043-b2f8-814e6c384fc8
۵۴د۶۱۷-۱۷,waived,2026-07-12T05:30:42.335202+00:00,2026-07-15T03:10:15.648771+00:00,4179,0,waived,entry,,,224b12e1-dc7a-472c-b0bd-e0a41f0bb8de
۳۳ب۶۶۵-۱۷,flagged,2026-07-12T05:29:47.089880+00:00,,,0,,entry,,,e08aa1e2-f1d8-48ea-865c-e19ae2ffcf7c
۴۵ط۷۷۷-۷۴,waived,2026-07-12T05:27:34.594053+00:00,2026-07-15T03:10:15.648771+00:00,4182,0,waived,entry,,,a08732d9-7b5e-4eac-aef4-d2d57bfa33ec
۹۵ط۷۱۷-۱۷,waived,2026-07-12T05:27:33.782783+00:00,2026-07-15T03:10:15.648771+00:00,4182,0,waived,entry,,,5eefa62f-47fe-4e0c-ba93-a4d809bad3c1
۲۸ه۲۲۴-۱۷,waived,2026-07-12T05:27:33.061864+00:00,2026-07-15T03:10:15.648771+00:00,4182,0,waived,entry,,,b6baa439-4cbc-4c86-bd57-7bb66c61fd09
۸۸ج۳۴۳-۱۷,waived,2026-07-12T05:25:02.727522+00:00,2026-07-15T03:10:15.648771+00:00,4185,0,waived,entry,,,74e90e4e-8f63-4f76-9311-9f3927be4a3c
۸۹ب۱۹۳-۱۷,waived,2026-07-12T05:24:08.518012+00:00,2026-07-15T03:10:15.648771+00:00,4186,0,waived,entry,,,868c2be8-1372-4d3e-b208-4ace3a18082e
۷۸ی۸۵۸-۱۷,waived,2026-07-12T05:21:10.993280+00:00,2026-07-15T03:10:15.648771+00:00,4189,0,waived,entry,,,115e0a16-e8ac-4311-a3b5-453b4ec7d4e7
۱۲ل۶۲۵-۱۷,waived,2026-07-12T05:21:09.323214+00:00,2026-07-15T03:10:15.648771+00:00,4189,0,waived,entry,,,63c8c563-9e3e-4b2f-832f-3626f80895f9
۸۲و۲۷۷-۱۷,waived,2026-07-12T05:21:08.390905+00:00,2026-07-15T03:10:15.648771+00:00,4189,0,waived,entry,,,d005108d-ba5f-445b-b3ec-9825312e09ee
۸۲۲۷۷-۱۷,waived,2026-07-12T05:21:06.664119+00:00,2026-07-15T03:10:15.648771+00:00,4189,0,waived,entry,,,aa1de944-856d-47fd-9265-c487cb54164e
۹۸ج۵۹۹-۹۷,waived,2026-07-12T05:21:05.938049+00:00,2026-07-15T03:10:15.648771+00:00,4189,0,waived,entry,,,a9819247-1b07-4837-a800-5e6b20619811
۷۸و۸۵۹-۱۷,waived,2026-07-12T05:18:13.353635+00:00,2026-07-15T03:10:15.648771+00:00,4192,0,waived,entry,,,134c2549-657c-42bf-b5a0-d5b8b4b364ef
۲۸س۹۶۱-۱۷,waived,2026-07-04T09:55:38.912801+00:00,2026-07-15T03:10:15.648771+00:00,15434,0,waived,entry,,,871ad4fa-fdcf-43c7-82ad-45db71c26f07
۹۶ج۴۹۳-۱۷,waived,2026-07-04T09:49:49.271721+00:00,2026-07-04T10:05:38.320253+00:00,15,4166,waived,entry,exit,,de2a2ba6-f71f-4bbc-9e03-c38055e7aae9
۸۵ق۷۹۱-۱۷,waived,2026-07-04T09:41:22.956466+00:00,2026-07-15T03:10:15.648771+00:00,15448,0,waived,entry,,,b8bbb4a0-6dd5-47a0-871b-cdb4bf8557e1
۷۴ص۹۵۷-۲۷,waived,2026-07-04T09:38:55.199998+00:00,2026-07-15T03:10:15.648771+00:00,15451,0,waived,entry,,,f7338aa0-265d-431e-8a01-214c7188f6eb
۸۲ع۸۱۴-۱۷,waived,2026-07-04T09:38:46.253398+00:00,2026-07-15T03:10:15.648771+00:00,15451,0,waived,entry,,,13d1f85b-f199-43ba-874d-0b684fa89ef5
۴۸ن۹۷۹-۱۷,waived,2026-07-04T09:35:20.703133+00:00,2026-07-04T10:05:39.801838+00:00,30,16666,waived,entry,exit,,d73a1562-fb41-4430-b4ae-58860ab822bd
۴۸ن۹۷۹-۱۷,flagged,2026-07-04T09:35:19.934925+00:00,,,0,,entry,,,dcfebb20-a7bb-481f-8275-87ad0cbc168a
۲۵و۵۸۱-۱۷,waived,2026-07-04T09:35:16.111050+00:00,2026-07-04T09:44:06.058746+00:00,8,0,waived,entry,exit,,8a067158-ed66-4b18-b69f-d8ecb6688390
۲۵و۵۸۱-۱۷,flagged,2026-07-04T09:35:15.504197+00:00,,,0,,entry,,,1052b3df-a482-4d4e-83ef-1fb10518b007
۵۱ه۶۲۸-۱۷,waived,2026-07-04T09:35:12.117718+00:00,2026-07-04T09:59:49.954423+00:00,24,11666,waived,entry,exit,,06a0e0b4-f5de-41f2-b463-8a05076b0f46
۲۲ط۹۹۳-۳۵,waived,2026-07-04T09:20:38.487251+00:00,2026-07-15T03:10:15.648771+00:00,15469,0,waived,entry,,,6a258776-c234-40c2-8646-4b10e5de2b40
۲۲ط۹۹۳-۳۵,flagged,2026-07-04T09:20:37.747758+00:00,,,0,,entry,,,2be28a88-2c39-4088-be45-f2278a80e906
۱۳ه۱۷۶-۱۷,waived,2026-07-04T09:20:36.879978+00:00,2026-07-15T03:10:15.648771+00:00,15469,0,waived,entry,,,5d14afad-9f40-4e02-ab03-a670aea26462
۱۳ه۱۷۶-۱۷,flagged,2026-07-04T09:20:36.106002+00:00,,,0,,entry,,,4b3d859a-af1d-429b-8ff2-ae8930245191
۵۹ب۵۳۹-۱۷,waived,2026-07-04T09:20:28.766438+00:00,2026-07-15T03:10:15.648771+00:00,15469,0,waived,entry,,,93e767af-36d8-4b63-9769-f99b147e2777
۵۹ب۵۳۹-۱۷,flagged,2026-07-04T09:20:27.791546+00:00,,,0,,entry,,,48ce8986-51ee-4f0b-b368-e4a198b8e7ae
۱۹س۱۷۷-۱۷,waived,2026-07-04T09:20:26.966491+00:00,2026-07-15T03:10:15.648771+00:00,15469,0,waived,entry,,,fbca332c-ba6f-4643-afda-a0cd2d559bb1
۱۹س۱۷۷-۱۷,flagged,2026-07-04T09:20:23.822918+00:00,,,0,,entry,,,fd08227e-fe57-47b8-b588-fcf2ec6b32a6
۴۹ج۳۳۸-۱۷,waived,2026-07-04T09:20:16.377014+00:00,2026-07-15T03:10:15.648771+00:00,15469,0,waived,entry,,,ca79c872-8e5d-4fe4-87a8-99f221b5a6b3
۴۹ج۳۳۸-۱۷,flagged,2026-07-04T09:20:15.425563+00:00,,,0,,entry,,,b1dd90ab-56d7-46a7-829a-3852b6922878
۵۴س۴۵۹-۱۷,waived,2026-07-04T09:20:12.288272+00:00,2026-07-15T03:10:15.648771+00:00,15470,0,waived,entry,,,928eae92-f407-4357-85e2-977014ddf0f4
۱۱ج۹۲۶-۱۷,waived,2026-07-04T08:06:48.851574+00:00,2026-07-04T09:20:33.157762+00:00,73,52500,waived,entry,exit,,34b3a8d7-5195-4e37-88c7-d2144b8197e5
۳۷و۲۲۵-۱۷,waived,2026-07-04T07:52:01.507897+00:00,2026-07-15T03:10:15.648771+00:00,15558,0,waived,entry,,,b71aa296-9adb-43f3-b4da-2024f2c99120
۸۵ق۸۴۹-۱۷,waived,2026-07-04T07:47:29.048959+00:00,2026-07-15T03:10:15.648771+00:00,15562,0,waived,entry,,,ad4688b7-2656-4665-ab52-c00d78866d62
۱۲م۲۷۱-۱۷,waived,2026-07-04T07:36:34.572791+00:00,2026-07-15T03:10:15.648771+00:00,15573,0,waived,entry,,,04f86afb-977f-4b50-b4fb-33b15aa3c5ea
۳۷و۵۷۲-۱۷,waived,2026-07-04T07:31:16.062543+00:00,2026-07-04T07:55:02.999139+00:00,23,10833,waived,entry,exit,,f88a5632-5c89-48b2-ac0b-7785769a0800
۳۷و۵۷۲-۱۷,flagged,2026-07-04T07:31:14.797579+00:00,,,0,,entry,,,a024c4f9-88da-42ad-b719-381a4fc41f23
۳۷و۵۷۲-۱۷,flagged,2026-07-04T07:31:12.638891+00:00,,,0,,entry,,,c22b2bf6-a738-46aa-a681-64ffb0fcdca5
۸۴ب۳۴۸-۱۷,waived,2026-07-04T07:31:11.565828+00:00,2026-07-04T07:38:29.661850+00:00,7,0,waived,entry,exit,,2dd58a86-2ed4-48df-accb-10b30fb7fb0f
۴۷ن۴۴۳-۱۷,waived,2026-07-04T07:28:57.060171+00:00,2026-07-04T08:05:22.715672+00:00,36,21666,waived,entry,exit,,6b60a1e7-88b7-4e05-8ec4-24de5d138ca3
۲۲د۱۶۵-۱۷,waived,2026-07-04T07:27:20.196896+00:00,2026-07-15T03:10:15.648771+00:00,15582,0,waived,entry,,,f3e5bc33-d532-402c-98c0-8800082ecb23
۷۸و۳۸۴-۱۷,waived,2026-07-04T07:24:46.801517+00:00,2026-07-04T09:58:34.815448+00:00,153,119166,waived,entry,exit,,75b238ab-99a7-42ed-a871-c53f2c3bb0a1
۶۶ط۴۲۵-۱۷,waived,2026-07-04T07:02:24.873915+00:00,2026-07-15T03:10:15.648771+00:00,15607,0,waived,entry,,,86c90046-36b0-47a7-8ccf-ab4a35f69430
۲۸ن۵۷۲-۱۷,waived,2026-07-04T06:35:31.660225+00:00,2026-07-15T03:10:15.648771+00:00,15634,0,waived,entry,,,88a30902-73da-4ca8-9f38-ca8648b88020
۸۸ج۳۷۵-۱۷,waived,2026-07-04T06:29:12.113331+00:00,2026-07-04T07:22:46.518742+00:00,53,35833,waived,entry,exit,,11c31660-dc66-47a7-a08f-4706f2be1c46
۴۶ق۴۴۸-۱۷,waived,2026-07-04T06:26:34.532972+00:00,2026-07-15T03:10:15.648771+00:00,15643,0,waived,entry,,,41f956ab-f9b7-4f37-a44f-b32fc1548512
۵۱ق۳۴۴-۱۷,waived,2026-07-04T06:07:09.663127+00:00,2026-07-04T06:15:17.982908+00:00,8,0,waived,entry,exit,,76760259-70b8-497f-9fd2-fb12580189a6
۵۱ق۳۴۴-۱۷,flagged,2026-07-04T06:07:05.379880+00:00,,,0,,entry,,,4fc39afd-7589-4a80-82a6-3accb791edf0
۴۱ی۵۳۵-۹۱,waived,2026-07-04T06:06:54.262181+00:00,2026-07-15T03:10:15.648771+00:00,15663,0,waived,entry,,,830c09b7-98b4-4c87-9c1f-c5b4801adb22
۱۹ه۳۲۴-۱۷,waived,2026-07-04T05:58:02.385042+00:00,2026-07-15T03:10:15.648771+00:00,15672,0,waived,entry,,,6bcac41c-50d7-496f-a8eb-7f403064534a
۵۹ن۳۷۳-۱۰,waived,2026-07-02T10:44:59.989327+00:00,2026-07-02T10:48:46.429580+00:00,3,0,waived,entry,exit,,908bc103-6627-42f6-888f-f84e915e9f47
۳۱ی۴۶۵-۱۷,completed,2026-07-01T06:34:57.574826+00:00,2026-07-02T14:40:39.853956+00:00,1925,40000,cash,entry,exit,,050043ec-3991-49f4-9c49-10321ecb3eaa
۷۳ج۳۷۴-۱۷,waived,2026-07-01T06:34:57.259857+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,5ff0aa7c-0388-434c-bcec-c6e63e8a687c
۳۸و۲۸۵-۱۷,waived,2026-07-01T06:34:55.550756+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,f824b76d-c391-441a-84be-f6f1c6c5fd68
۴۲د۹۸۴-۱۷,waived,2026-07-01T06:34:55.148913+00:00,2026-07-04T09:20:21.829933+00:00,4485,400000,waived,entry,exit,,33b7b2e6-9c62-4c75-ac4c-a76123673908
۱۵ج۳۶۹-۲۷,waived,2026-07-01T06:34:54.598572+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,97544f71-d3e6-424f-a38b-0be5e478d7e6
۶۷ی۱۱۵-۱۷,waived,2026-07-01T06:34:54.035625+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,ff230b42-61ef-4a77-af80-f2b628d0663a
۶۷ی۱۱۵-۱۷,flagged,2026-07-01T06:34:53.527808+00:00,,,0,,entry,,,db873b55-1df8-404f-a799-7b19112f7a76
۴۲ص۷۸۸-۱۷,waived,2026-07-01T06:34:52.995458+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,1cf03dea-95d6-4aa9-a09b-5c07842dd773
۱۷س۸۱۶-۲۷,waived,2026-07-01T06:34:52.185554+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,9b7e3ddc-4809-4eb7-a583-435f80261274
۳۵ی۹۳۲-۱۷,waived,2026-07-01T06:34:51.346896+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,c6965683-3d6e-4a9a-966e-1e83acb18c85
۱۷م۲۸۴-۳۷,waived,2026-07-01T06:34:50.966563+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,6e7c5076-f832-411f-9a8f-92c2404ff8c7
۳۷و۱۵۱-۱۷,waived,2026-07-01T06:34:50.405153+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,4393ca44-fe94-44f7-89e6-abb7aa52b225
۳۷و۱۵۱-۱۷,flagged,2026-07-01T06:34:49.811280+00:00,,,0,,entry,,,ee67767f-c7cc-4011-b74d-d50da6f7e8b1
۳۷و۱۵۱-۱۷,flagged,2026-07-01T06:34:49.320058+00:00,,,0,,entry,,,81dcd7c9-15e0-400d-87fd-179b445d269f
۳۷و۱۵۱-۱۷,flagged,2026-07-01T06:34:48.402972+00:00,,,0,,entry,,,8cc06b90-d220-4ee6-b660-70b9e82b3369
۳۷و۱۵۱-۱۷,flagged,2026-07-01T06:34:47.881861+00:00,,,0,,entry,,,9ed915ce-f2a5-452c-80b7-f4eef05f7208
۳۷و۱۵۱-۱۷,flagged,2026-07-01T06:34:47.354620+00:00,,,0,,entry,,,19c8076f-b9fc-4ad5-8547-97208d2d32fd
۴۱ص۸۴۷-۱۷,waived,2026-07-01T06:34:46.947987+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,6c91c600-ddc6-4fba-9412-ebe466ac6ac7
۲۲س۷۴۳-۱۷,waived,2026-07-01T06:34:46.201795+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,f1c51dfd-ca9e-4faf-aa3c-d1da06950705
۲۲س۷۴۳-۱۷,flagged,2026-07-01T06:34:45.856706+00:00,,,0,,entry,,,e561a34c-69f4-434c-801d-3810223ec67f
۲۲س۷۴۳-۱۷,flagged,2026-07-01T06:34:45.487209+00:00,,,0,,entry,,,642f0100-e14b-4503-b572-777f87bc0bd7
۲۲س۷۴۳-۱۷,flagged,2026-07-01T06:34:44.958083+00:00,,,0,,entry,,,3ec29ec6-983c-40ee-a7ea-1f72f0f4e43e
۲۲س۷۴۳-۱۷,flagged,2026-07-01T06:34:44.784997+00:00,,,0,,entry,,,175ed7ae-a1ab-46a0-a738-f4c543c2ad9a
۱۹ب۲۵۱-۱۷,waived,2026-07-01T06:34:43.963435+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,b616b84d-67ed-4d77-9e63-81e538491f66
۷۹ط۴۲۱-۱۷,waived,2026-07-01T06:34:43.075446+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,caf6129a-8d75-4d2d-84b4-67c9feddb6af
۹۳ص۹۹۱-۲۷,waived,2026-07-01T06:34:42.469803+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,5abf7616-c36e-438e-9305-4f24b149742b
۹۳ص۹۹۱-۲۷,flagged,2026-07-01T06:34:41.810014+00:00,,,0,,entry,,,282399f7-8a44-443d-9316-9f04b2c90f21
۹۳ص۹۹۱-۲۷,flagged,2026-07-01T06:34:41.472803+00:00,,,0,,entry,,,8585e4c3-9db5-41f1-8f58-5506f92f52f4
۹۷ج۸۴۷-۱۷,waived,2026-07-01T06:34:41.158277+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,e3951026-3423-47a4-a2b3-e010327f8578
۵۸ه۷۲۲-۱۷,waived,2026-07-01T06:34:40.816578+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,8de4e022-f701-4d35-a3e2-32931da0f57a
۲۸ط۹۷۱-۴۷,waived,2026-07-01T06:34:40.145184+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,b8e76a5a-20af-4430-b2d2-5b961491ee4b
۲۸ه۲۲۴-۱۷,waived,2026-07-01T06:34:39.645955+00:00,2026-07-04T09:55:21.491719+00:00,4520,400000,waived,entry,exit,,c8eec1fc-fc5c-4cff-aec7-109501a66155
۲۶ق۶۲۸-۳۷,waived,2026-07-01T06:34:39.281961+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,a1ba0d4f-118b-4f55-bc54-6358517065d0
۲۶ق۶۲۸-۳۷,flagged,2026-07-01T06:34:39.000409+00:00,,,0,,entry,,,2a8ee7df-c5c7-4d8b-adf6-0617a8e9b754
۲۶ق۶۲۸-۳۷,flagged,2026-07-01T06:34:38.790570+00:00,,,0,,entry,,,cf118b81-c433-4a87-8c8e-99c7c8a706b6
۳۱ی۴۶۵-۱۷,flagged,2026-07-01T06:34:38.210979+00:00,,,0,,entry,,,dbae1c1e-5cae-4ed4-93cf-21891d58fea8
۵۱س۶۸۳-۱۴,waived,2026-07-01T06:34:36.510035+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,b99e20ac-8243-4e0f-90c8-365e9134216d
۲۸س۹۶۱-۱۷,waived,2026-07-01T06:34:35.817744+00:00,2026-07-04T09:49:19.525245+00:00,4514,400000,waived,entry,exit,,69f52257-6451-4574-bba0-3927a9f91bcd
۸۸ق۳۷۷-۱۷,waived,2026-07-01T06:34:34.812627+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,1701045e-7b87-40e7-bec3-e3e3f1467d86
۴۴ط۶۷۹-۱۷,waived,2026-07-01T06:34:33.614677+00:00,2026-07-15T03:10:15.648771+00:00,19955,0,waived,entry,,,d8cef714-9ce8-4157-bfee-8932cee7703a
۴۴ط۶۷۹-۱۷,flagged,2026-07-01T05:15:57.296930+00:00,,,0,,entry,,,c11e323f-75c1-4931-86c3-c7cd77614c70
۷۸د۹۶۵-۱۷,waived,2026-07-01T05:15:36.474339+00:00,2026-07-15T03:10:15.648771+00:00,20034,0,waived,entry,,,4741d39b-c8fb-4c1d-abcf-82bffca1b3d6
۳۵ی۹۳۲-۱۷,flagged,2026-07-01T05:15:21.746810+00:00,,,0,,entry,,,9d691fb0-2a1b-4ac0-9185-b5713f11717f
۸۲ق۷۴۲-۳۵,waived,2026-07-01T05:14:23.789613+00:00,2026-07-15T03:10:15.648771+00:00,20035,0,waived,entry,,,8d45b260-7512-4b31-9a99-6514ce89afd5
۶۳د۹۷۸-۱۷,waived,2026-07-01T05:12:18.597175+00:00,2026-07-15T03:10:15.648771+00:00,20037,0,waived,entry,,,c69ff495-7997-4f1e-828d-8847a21ba270
۹۵ل۷۵۸-۱۷,waived,2026-07-01T05:11:55.071476+00:00,2026-07-15T03:10:15.648771+00:00,20038,0,waived,entry,,,556509c8-fc7e-4432-8f2a-f53aaf18e630
۳۴ل۷۵۹-۳۷,waived,2026-07-01T05:11:08.218152+00:00,2026-07-15T03:10:15.648771+00:00,20039,0,waived,entry,,,07217a4e-0d25-4093-b6b3-511858692c48
۷۴ص۷۱۸-۱۷,waived,2026-07-01T05:08:28.799572+00:00,2026-07-15T03:10:15.648771+00:00,20041,0,waived,entry,,,6a20b94d-48db-4a62-9930-4078f875daf0
۵۴م۳۷۱-۱۷,waived,2026-07-01T05:07:16.567650+00:00,2026-07-15T03:10:15.648771+00:00,20042,0,waived,entry,,,aefe298e-e9fe-489a-b088-ba966c3dcf42
۷۸ی۲۸۳-۱۷,waived,2026-07-01T05:06:52.769951+00:00,2026-07-15T03:10:15.648771+00:00,20043,0,waived,entry,,,c40ee74c-6e57-49a5-a12d-53a82601a92b
۱۹ط۷۸۱-۱۷,waived,2026-07-01T05:06:24.718435+00:00,2026-07-15T03:10:15.648771+00:00,20043,0,waived,entry,,,5691006b-6493-4392-8ec8-d33ead284fba
۳۶ل۴۵۹-۱۷,waived,2026-07-01T05:00:57.865500+00:00,2026-07-15T03:10:15.648771+00:00,20049,0,waived,entry,,,2f279b61-199b-454c-a477-423afdab672c
۹۸ی۲۱۴-۱۷,waived,2026-07-01T05:00:24.929859+00:00,2026-07-01T06:34:59.356289+00:00,94,7000,waived,entry,exit,,adb458c9-f19b-4ee4-b8c0-f99b85a1c17c
۳۳ص۷۲۷-۱۷,waived,2026-07-01T04:59:07.500254+00:00,2026-07-15T03:10:15.648771+00:00,20051,0,waived,entry,,,7a733f8c-1b88-44e6-9a8a-f9768367021d
۹۴ج۸۸۳-۱۷,waived,2026-07-01T04:53:47.554161+00:00,2026-07-15T03:10:15.648771+00:00,20056,0,waived,entry,,,45d699a7-16de-4f28-aa28-330de04db048
۶۶د۴۳۹-۱۷,waived,2026-07-01T04:53:33.885005+00:00,2026-07-15T03:10:15.648771+00:00,20056,0,waived,entry,,,e3e788aa-53bb-4c06-9ae0-e674e0f2da8e
۸۷ه۴۴۶-۱۷,waived,2026-07-01T04:53:12.665980+00:00,2026-07-15T03:10:15.648771+00:00,20057,0,waived,entry,,,a7dfa6f4-046c-4224-86b3-8dca82d7b140
۳۸د۱۷۲-۲۷,waived,2026-07-01T04:51:06.749601+00:00,2026-07-15T03:10:15.648771+00:00,20059,0,waived,entry,,,8fc5a033-660c-4a13-86d5-1c1fbae80430
۹۹ی۵۱۳-۱۷,waived,2026-07-01T04:49:01.113570+00:00,2026-07-15T03:10:15.648771+00:00,20061,0,waived,entry,,,cd9cc9d4-bd8f-4853-bd69-25b3933d08a2
۴۵م۳۸۶-۱۷,waived,2026-07-01T04:47:22.876069+00:00,2026-07-15T03:10:15.648771+00:00,20062,0,waived,entry,,,00ec659d-4594-4413-a920-39e0b5021d7d
۳۵ق۳۸۲-۱۷,waived,2026-07-01T04:46:27.307853+00:00,2026-07-15T03:10:15.648771+00:00,20063,0,waived,entry,,,e9119acd-a35f-4d9f-9837-ed7f7c9f379d
۲۸م۲۴۷-۱۷,waived,2026-07-01T04:44:04.217124+00:00,2026-07-15T03:10:15.648771+00:00,20066,0,waived,entry,,,aaf2e7a5-00f2-46d3-a82d-bbab3e98f224
۸۸و۲۷۷-۱۷,waived,2026-07-01T04:43:48.586218+00:00,2026-07-15T03:10:15.648771+00:00,20066,0,waived,entry,,,7d16097d-0757-43a3-8929-bca6ffce0f0a
۳۳ل۹۸۱-۱۷,waived,2026-07-01T04:41:24.424125+00:00,2026-07-15T03:10:15.648771+00:00,20068,0,waived,entry,,,d09bce82-4c42-40b2-9e0a-6b84637d68f1
۷۶و۹۴۸-۱۷,waived,2026-06-30T08:33:15.433276+00:00,2026-06-30T20:40:22.035896+00:00,727,40000,waived,entry,exit,,b36c9fd3-f8e0-4f37-bf95-48546ab2f282
۳۷ی۱۲۷-۱۷,waived,2026-06-30T08:31:36.926337+00:00,2026-06-30T08:40:46.233053+00:00,9,0,waived,entry,exit,,c1357ac4-a64c-4eac-978f-872de340b149
۲۴ق۶۶۴-۱۷,waived,2026-06-30T08:29:52.621004+00:00,2026-06-30T20:40:26.757239+00:00,730,40000,waived,entry,exit,,493d1998-07fe-42c7-820c-e3ba581b71df
۸۳ق۵۹۸-۱۷,waived,2026-06-30T08:28:06.303072+00:00,2026-06-30T22:16:14.980252+00:00,828,0,waived,entry,,,72ccabf1-da41-46dc-b867-79e71352dfcd
۱۶و۴۷۴-۱۷,waived,2026-06-30T08:28:04.138653+00:00,2026-06-30T22:16:14.980252+00:00,828,0,waived,entry,,,af287903-2338-46e8-913d-5ad87f6dbfb8
۱۶و۴۷۴-۱۷,flagged,2026-06-30T08:28:03.085166+00:00,,,0,,entry,,,2d09326a-f240-4a95-87bd-8b7c1d1a5482
۱۶و۴۷۴-۱۷,flagged,2026-06-30T08:28:01.422112+00:00,,,0,,entry,,,3a7a70d1-1f9a-4f6a-a82d-4c367fe61c5f
۶۵ن۳۸۸-۱۷,waived,2026-06-30T08:27:59.548754+00:00,2026-06-30T22:16:14.980252+00:00,828,0,waived,entry,,,71870e98-1a8b-422e-a7de-a0f4b9f03587
۳۸د۱۷۲-۲۷,waived,2026-06-30T08:27:57.891035+00:00,2026-06-30T22:16:14.980252+00:00,828,0,waived,entry,,,2fede851-0132-4729-91b1-0b8033e3e92a
۲۴ق۶۶۴-۱۷,flagged,2026-06-30T08:27:56.861184+00:00,,,0,,entry,,,df86177b-4e2d-4e90-8bc5-4883e15b6df9
۳۵ب۲۵۶-۲۷,waived,2026-06-30T08:27:55.679089+00:00,2026-06-30T22:16:14.980252+00:00,828,0,waived,entry,,,eff4e66a-ca24-4472-ac3c-5bcf215c4316
۴۹ل۶۷۵-۱۷,waived,2026-06-30T08:27:54.033651+00:00,2026-06-30T22:16:14.980252+00:00,828,0,waived,entry,,,4f3901de-0767-464e-8cde-802658637bee
۹۸و۷۶۷-۱۷,waived,2026-06-30T08:27:51.529400+00:00,2026-06-30T22:16:14.980252+00:00,828,0,waived,entry,,,089f2e98-91ad-4a31-a6d9-491daf10ae4f
۱۷ه۵۴۲-۱۷,waived,2026-06-30T08:27:49.662268+00:00,2026-06-30T22:16:14.980252+00:00,828,0,waived,entry,,,305a0e6e-e6e8-41ca-be80-5b4e6284a4c4
۹۸د۲۸۵-۱۷,waived,2026-06-30T08:27:48.498521+00:00,2026-06-30T22:16:14.980252+00:00,828,0,waived,entry,,,8a581907-b2f3-42fe-beff-2fe846cd50c6
۹۸د۲۸۵-۱۷,flagged,2026-06-30T08:27:47.972217+00:00,,,0,,entry,,,44fb7c6c-992a-48c3-8afc-c344e964e604
۷۲د۲۷۳-۱۷,waived,2026-06-30T08:27:47.251525+00:00,2026-06-30T22:16:14.980252+00:00,828,0,waived,entry,,,230f4451-9d54-4aba-9154-267f8b179037
۷۲د۲۷۳-۱۷,flagged,2026-06-30T08:27:47.039825+00:00,,,0,,entry,,,981568a7-7cd3-4b72-bfe7-aea3bbcee65d
۷۲د۲۷۳-۱۷,flagged,2026-06-30T08:27:36.861975+00:00,,,0,,entry,,,334036f7-d6d4-4578-a757-bfceb00b60d0
۷۲د۲۷۳-۱۷,flagged,2026-06-30T08:27:35.891080+00:00,,,0,,entry,,,37d192b0-1eb0-471f-bef2-8dec68ae8851
۳۲ص۲۶۲-۱۷,waived,2026-06-30T08:27:35.307342+00:00,2026-06-30T22:16:14.980252+00:00,828,0,waived,entry,,,acc83fe8-f1e7-4404-b3d4-3b057277818b
۸۱ه۸۳۳-۶۰,waived,2026-06-30T08:27:34.484505+00:00,2026-06-30T22:16:14.980252+00:00,828,0,waived,entry,,,fcb4e535-5261-454b-a414-09990cab6917
